Time(ms),Error
0.122287,14
0.235758,9
0.348581,9
0.46091,9
0.573497,8
0.697275,8
0.81412,8
0.925132,8
1.03546,7
1.1446,7
1.25356,7
1.36314,5
1.47158,5
1.5798,5
1.68739,3
1.8015,2
1.9096,2
2.01706,2
2.12377,2
2.22995,2
2.34228,2
2.45103,2
2.55785,2
2.66389,2
2.77819,0
