Time(ms),Error
0.120413,14
0.230255,13
0.340694,13
0.450984,9
0.5654,9
0.674705,9
0.783384,9
0.891378,9
0.999083,7
1.12769,7
1.23289,6
1.33906,6
1.44476,6
1.54883,6
1.66586,2
1.76934,2
1.87127,2
1.97334,2
2.08763,2
2.19091,2
2.29419,2
2.39761,2
2.52087,2
2.65422,2
2.75756,1
2.86044,1
2.96312,1
3.0748,1
3.19286,1
3.29485,1
3.39629,1
3.49836,1
3.60971,0
