Time(ms),Error
111.452,66
112.155,66
112.814,66
113.468,66
114.164,66
114.821,66
115.475,66
116.146,66
116.816,66
117.477,66
118.136,66
118.791,66
119.449,66
120.118,66
120.77,66
121.442,66
122.098,66
122.753,66
123.421,66
124.08,66
124.734,66
125.389,66
126.087,66
126.754,66
127.415,66
128.078,66
128.738,66
129.393,66
130.065,66
130.731,66
131.392,66
132.044,66
132.702,66
133.394,66
134.048,66
134.706,66
135.375,66
136.046,66
136.703,66
137.355,66
138.017,66
138.702,66
139.367,66
140.018,66
140.674,66
141.331,66
141.985,66
142.647,66
143.321,66
143.984,66
144.655,66
145.397,66
146.059,66
146.722,66
147.375,66
148.039,66
148.704,66
149.364,66
150.016,66
150.671,66
151.326,66
151.983,66
152.645,66
153.307,66
153.963,66
154.617,66
155.302,66
155.965,66
156.618,66
157.286,66
158.109,66
158.832,66
159.49,66
160.155,66
160.815,66
161.474,66
162.138,66
162.792,66
163.45,66
164.154,66
164.913,66
165.599,66
166.257,66
166.914,66
167.582,66
168.242,66
168.898,66
169.533,66
170.185,66
170.843,66
171.57,66
172.234,66
172.895,66
173.552,66
174.216,66
174.908,66
175.571,66
176.229,66
176.886,66
177.559,66
178.235,66
178.894,66
179.552,66
180.21,66
180.87,66
181.571,66
182.23,66
182.889,66
183.558,66
184.248,66
184.954,66
185.631,66
186.294,66
186.997,66
187.662,66
188.314,66
188.984,66
189.642,66
190.295,66
190.951,66
191.783,66
192.504,66
193.157,66
193.838,66
194.495,66
195.153,66
195.806,66
196.47,66
197.133,66
197.787,66
198.522,66
199.188,66
199.842,66
200.518,66
201.183,66
201.837,66
202.495,66
203.156,66
203.826,66
204.487,66
205.182,66
205.834,66
206.495,66
207.155,66
207.807,66
208.461,66
209.118,66
209.77,66
210.445,66
211.095,66
211.753,66
212.423,66
213.087,66
213.8,66
214.473,66
215.125,66
215.79,66
216.446,66
217.097,66
217.781,66
218.439,66
219.09,66
219.746,66
220.404,66
221.063,66
221.731,66
222.403,66
223.102,66
223.757,66
224.41,66
225.08,66
225.814,66
226.473,66
227.125,66
227.789,66
228.45,66
229.113,66
229.765,66
230.435,66
231.092,66
231.862,66
232.533,66
233.212,66
233.87,66
234.528,66
235.193,66
235.857,66
236.516,66
237.193,66
237.857,66
238.538,66
239.206,66
239.878,66
240.536,66
241.193,66
241.856,66
242.541,66
243.207,66
243.862,66
244.658,66
245.439,66
246.099,66
246.758,66
247.416,66
248.069,66
248.738,66
249.395,66
250.079,66
250.765,66
251.606,66
252.277,66
252.93,66
253.588,66
254.244,66
254.905,66
255.564,66
256.216,66
256.873,66
257.55,66
258.202,66
258.879,66
259.563,66
260.223,66
260.875,66
261.565,66
262.23,66
262.885,66
263.549,66
264.201,66
264.87,66
265.532,66
266.184,66
266.841,66
267.504,66
268.161,66
268.83,66
269.491,66
270.145,66
270.827,66
271.485,66
272.202,66
272.861,66
273.518,66
274.176,66
274.832,66
275.491,66
276.149,66
276.814,66
277.465,66
278.138,66
278.853,66
279.568,66
280.289,66
280.959,66
281.637,66
282.291,66
282.947,66
283.604,66
284.255,66
284.926,66
285.599,66
286.259,66
286.92,66
287.588,66
288.246,66
288.901,66
289.559,66
290.211,66
290.882,66
291.552,66
292.205,66
292.864,66
293.512,66
294.166,66
294.823,66
295.484,66
296.141,66
296.815,66
297.471,66
298.128,66
298.849,66
299.567,66
300.233,66
300.918,66
301.576,66
302.236,66
302.889,66
303.547,66
304.203,66
304.891,66
305.567,66
306.224,66
306.875,66
307.539,66
308.238,66
308.903,66
309.556,66
310.216,66
310.886,66
311.542,66
312.302,66
312.959,66
313.614,66
314.275,66
314.938,66
315.589,66
316.261,66
316.917,66
317.583,66
318.244,66
318.943,66
319.608,66
320.263,66
320.935,66
321.603,66
322.256,66
322.914,66
323.572,66
324.238,66
324.897,66
325.55,66
326.223,66
326.881,66
327.547,66
328.31,66
328.971,66
329.623,66
330.304,66
330.966,66
331.626,66
332.293,66
332.947,66
333.608,66
334.264,66
334.917,66
335.574,66
336.232,66
336.893,66
337.566,66
338.255,66
338.916,66
339.579,66
340.243,66
340.9,66
341.566,66
342.227,66
342.886,66
343.539,66
344.203,66
344.872,66
345.665,66
346.403,66
347.057,66
347.726,66
348.396,66
349.054,66
349.738,66
350.396,66
351.052,66
351.709,66
352.37,66
353.025,66
353.697,66
354.351,66
355.02,66
355.669,66
356.325,66
356.993,66
357.642,66
358.319,66
359.066,66
359.738,66
360.396,66
361.084,66
361.748,66
362.411,66
363.073,66
363.733,66
364.491,66
365.183,66
365.995,66
366.843,66
367.504,66
368.169,66
368.822,66
369.501,66
370.153,66
370.809,66
371.529,66
372.216,66
372.876,66
373.538,66
374.196,66
374.857,66
375.524,66
376.185,66
376.844,66
377.497,66
378.154,66
378.874,66
379.531,66
380.186,66
380.846,66
381.523,66
382.177,66
382.835,66
383.495,66
384.152,66
384.811,66
385.463,66
386.153,66
386.835,66
387.493,66
388.155,66
388.821,66
389.486,66
390.139,66
390.797,66
391.461,66
392.352,66
393.025,66
393.706,66
394.365,66
395.021,66
395.681,66
396.347,66
397.001,66
397.658,66
398.319,66
398.986,66
399.681,66
400.344,66
400.999,66
401.664,66
402.333,66
403,66
403.663,66
404.324,66
405.032,66
405.875,66
406.54,66
407.199,66
407.855,66
408.529,66
409.189,66
409.846,66
410.541,66
411.206,66
411.861,66
412.525,66
413.183,66
413.837,66
414.493,66
415.149,66
415.8,66
416.459,66
417.132,66
417.797,66
418.482,66
419.179,66
419.838,66
420.496,66
421.152,66
421.806,66
422.476,66
423.132,66
423.784,66
424.443,66
425.142,66
425.808,66
426.484,66
427.143,66
427.813,66
428.466,66
429.149,66
429.813,66
430.47,66
431.15,66
431.8,66
432.485,66
433.148,66
433.801,66
434.552,66
435.212,66
435.871,66
436.526,66
437.189,66
437.888,66
438.542,66
439.278,66
439.941,66
440.603,66
441.259,66
441.928,66
442.614,66
443.269,66
443.936,66
444.64,66
445.294,66
445.982,66
446.637,66
447.304,66
447.976,66
448.633,66
449.298,66
449.959,66
450.611,66
451.283,66
451.94,66
452.595,66
453.385,66
454.053,66
454.705,66
455.374,66
456.041,66
456.693,66
457.36,66
458.024,66
458.677,66
459.337,66
459.998,66
460.654,66
461.703,66
462.719,66
463.755,66
464.769,66
465.801,66
466.837,66
467.87,66
468.9,66
469.922,66
470.966,66
471.997,66
472.781,66
473.452,66
474.117,66
474.77,66
475.432,66
476.134,66
476.806,66
477.46,66
478.119,66
478.834,66
479.51,66
480.174,66
480.832,66
481.491,66
482.144,66
482.804,66
483.466,66
484.123,66
484.785,66
485.472,66
486.226,66
486.896,66
487.554,66
488.225,66
488.88,66
489.632,66
490.296,66
490.963,66
491.66,66
492.365,66
493.034,66
493.779,66
494.477,66
495.132,66
495.803,66
496.461,66
497.116,66
497.773,66
498.448,66
499.115,66
499.775,66
500.433,66
501.098,66
501.796,66
502.453,66
503.105,66
503.786,66
504.446,66
505.099,66
505.851,66
506.59,66
507.243,66
507.9,66
508.558,66
509.215,66
509.876,66
510.555,66
511.295,66
512.234,66
512.909,66
513.57,66
514.228,66
514.889,66
515.554,66
516.213,66
516.88,66
517.549,66
518.203,66
518.953,66
519.619,66
520.298,66
520.953,66
521.612,66
522.27,66
522.946,66
523.6,66
524.26,66
524.93,66
525.584,66
526.349,66
527.016,66
527.687,66
528.342,66
529.001,66
529.66,66
530.314,66
530.972,66
531.636,66
532.287,66
532.947,66
533.608,66
534.327,66
535.004,66
535.663,66
536.325,66
536.991,66
537.689,66
538.346,66
539.064,66
539.741,66
540.399,66
541.057,66
541.717,66
542.375,66
543.038,66
543.69,66
544.352,66
545.039,66
545.694,66
546.368,66
547.029,66
547.686,66
548.338,66
549.044,66
549.717,66
550.381,66
551.042,66
551.696,66
552.373,66
553.03,66
553.682,66
554.361,66
555.019,66
555.672,66
556.329,66
556.992,66
557.66,66
558.321,66
558.996,66
559.649,66
560.307,66
560.98,66
561.633,66
562.291,66
562.948,66
563.601,66
564.289,66
564.941,66
565.601,66
566.382,66
567.083,66
567.739,66
568.413,66
569.083,66
569.839,66
570.742,66
571.448,66
572.342,66
573.153,66
573.836,66
574.496,66
575.15,66
575.817,66
576.473,66
577.127,66
577.818,66
578.562,66
579.269,66
579.94,66
580.605,66
581.257,66
581.921,66
582.581,66
583.244,66
583.916,66
584.573,66
585.277,66
586.018,66
586.678,66
587.332,66
587.995,66
588.653,66
589.306,66
589.969,66
590.623,66
591.308,66
591.97,66
592.626,66
593.3,66
593.959,66
594.62,66
595.279,66
595.941,66
596.604,66
597.268,66
597.92,66
598.58,66
599.244,66
599.898,66
600.557,66
601.216,66
601.869,66
602.543,66
603.214,66
603.872,66
604.525,66
605.198,66
605.909,66
606.565,66
607.232,66
607.889,66
608.545,66
609.204,66
609.861,66
610.514,66
611.175,66
611.839,66
612.502,66
613.177,66
613.852,66
614.515,66
615.169,66
615.824,66
616.606,66
617.262,66
617.919,66
618.593,66
619.245,66
619.901,66
620.563,66
621.215,66
621.899,66
622.566,66
623.228,66
623.882,66
624.535,66
625.191,66
625.906,66
626.631,66
627.316,66
627.971,66
628.631,66
629.288,66
629.941,66
630.6,66
631.261,66
631.918,66
632.725,66
633.401,66
634.055,66
634.728,66
635.387,66
636.104,66
636.765,66
637.423,66
638.085,66
638.759,66
639.516,66
640.174,66
640.836,66
641.495,66
642.171,66
642.861,66
643.524,66
644.18,66
644.965,66
645.633,66
646.423,66
647.089,66
647.761,66
648.414,66
649.076,66
649.737,66
650.39,66
651.05,66
651.723,66
652.384,66
653.053,66
653.728,66
654.391,66
655.052,66
655.717,66
656.375,66
657.028,66
657.686,66
658.354,66
659.03,66
659.704,66
660.363,66
661.016,66
661.686,66
662.362,66
663.022,66
663.674,66
664.33,66
665.035,66
665.717,66
666.412,66
667.066,66
667.731,66
668.389,66
669.046,66
669.7,66
670.358,66
671.021,66
671.684,66
672.383,66
673.055,66
673.708,66
674.37,66
675.034,66
675.687,66
676.362,66
677.025,66
677.688,66
